;Subblock;S;M;T;C;Z;X[micron];Y[micron];Z[micron];Time[s];xstart;ystart;width;height
0;0;0;0;0;0;0;16977.153;18621.489;1113.85;0.0;0;0;300;200
1;1;0;0;0;0;1;16977.153;18621.489;1114.17;0.894;0;0;300;200
2;2;0;0;0;0;2;16977.153;18621.489;1114.49;1.782;0;0;300;200
3;3;0;0;0;0;3;16977.153;18621.489;1114.81;2.674;0;0;300;200
4;4;0;0;0;0;4;16977.153;18621.489;1115.13;3.594;0;0;300;200
5;5;0;0;0;0;5;16977.153;18621.489;1115.45;4.499;0;0;300;200
